Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,Tipe klasifikasi HS,Tipe klasifikasi Abusive
allah subhanahu wa taala dungu biadab kafir hilang muka bumi sisa mukmin,1,1,0,1,1,0,0,0,0,0,1,0,Yes,Yes
aneh konsultan asing pakai mulus korupsi jabat pemerintahbumn konsesi libat deutchbank rothschild konsultan asing,0,0,0,0,0,0,0,0,0,0,0,0,No,No
monyet komunis tolol,1,1,1,0,0,1,0,0,0,1,0,0,Yes,Yes
rupiah haneul jual memek tlyang on retweet,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
teriak susah jawabannyadan kannsimpel kokndungu sok pintar baca bongxf0x9fx98x82xf0x9fx98x82nk,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
kampang,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
setya novanto sangka alien kena blokir jokowi pecat jokowi tutup pintu istana jokowi,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
senang hati sih cewek lepas sih mbak angkut mbak gang bang perkosa kunyuk selesai sih mbak mobil marah pergi bilang perkosa,1,1,0,1,0,0,0,1,0,0,1,0,Yes,Yes
paham pimpin joko widodo rendah hati ajak mari dukung jokowi 2 periode percaya indonesia kerja kerja kerja layan rakyat 2019 sekolah dasar 2024 ber,0,0,0,0,0,0,0,0,0,0,0,0,No,No
ustad lihat pakai pantat,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
hehe negeri butuh orang orang jujur kerja surat pemberitahuan rezim bani cabul amp kampret hembus fitnah hoaks provokasi amp benci xf0x9fx98x82,1,1,0,1,0,0,0,0,1,0,1,0,Yes,Yes
tertawa ajaorang munafik kerja bgtpendukung wan abud anjing semuaxf0x9fx98x9cxf0x9fx98x84,1,1,0,1,0,0,0,0,1,0,1,0,Yes,Yes
nampaknya istilah xe2x80x9ctki rentalxe2x80x9d xe2x80x9ctki formalinxe2x80x9d xe2x80x9cpekerja migran rumah tangga outsourcingxe2x80x9d nnpersoalanya status duduk hukum,0,0,0,0,0,0,0,0,0,0,0,0,No,No
guru sekolah juru kota sukses pilih kepala daerah tolak berita hoaks,0,0,0,0,0,0,0,0,0,0,0,0,No,No
12 sambut presiden apresiasi be emu kader gera mahasiswa islam indonesia milik semangat pemuda muslim tanah air jokowi ajak masyarakat optimis,0,0,0,0,0,0,0,0,0,0,0,0,No,No
partai adil sejahtera suka pipis onta ilmu nomor 2 utama khotbah menyalanyala berani caci jokowi ya junjung kayak sih lari wkwk,1,1,0,1,0,0,0,0,1,0,1,0,Yes,Yes
tai ayam hangat,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
bukti kampus rakyat kampus mu ngkin pikir jamban,0,0,0,0,0,0,0,0,0,0,0,0,No,No
cinta buta tuli,0,0,0,0,0,0,0,0,0,0,0,0,No,No
detik detik presiden indonesia eh gubernur indonesia be emu presiden turki teks bingung langsung nyerocos bicara akrab beda sih ah bahas kelia,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
sapa jual asing pangeran sodor keluarga jual kaya bumi indonesia amerika kolaborasi antek asing ya om,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
haha sis main sarah nih agenda yahudi xf0x9fx98x82,0,0,0,0,0,0,0,0,0,0,0,0,No,No
pe anyaan bodoh dongok om rg,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
cont keras ujung bunuh asing sxc3xa8rene kali tarik laku keras korban sxc3xa8rene sekal lirik arah lucas tukar pikir tatap l,0,0,0,0,0,0,0,0,0,0,0,0,No,No
preman kampung monyong putih kasih panggung rusak acara enek lihat,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
cari dukung mr presiden asing,0,0,0,0,0,0,0,0,0,0,0,0,No,No
spoiler bangsat,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
babi,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
penjara nista agama turun uniform resource locator,1,0,1,0,1,0,0,0,0,0,0,1,Yes,No
teman kakak pernahnnxf0x9fx91xa7 jurus apaanxf0x9fx91xa6 sastra rusia nihnxf0x9fx91xa7 komunis yanxf0x9fx91xa6,0,0,0,0,0,0,0,0,0,0,0,0,No,No
xl gembel banget,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
maju babi,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
geblek iya,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
nak cabut jantung budak budak zaman main mercun nih bunyi bom,0,0,0,0,0,0,0,0,0,0,0,0,No,No
admin dendam admin tolol,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
mas tolong kitab suci agama fiksi,0,0,0,0,0,0,0,0,0,0,0,0,No,No
teroris kafir buddha myanmar,1,1,0,1,1,1,0,0,0,0,1,0,Yes,Yes
cina agresif ambil alih saham saham usaha tambang dunia cina ambil alih saham tambang milik freepo negara cina taruh minat milik newmont freepo kuat rantai supply i,0,0,0,0,0,0,0,0,0,0,0,0,No,No
ngewe,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
bubar dprdprdbentuk panitia khusus hak angket rakyat beku dprdprd,1,0,0,1,0,0,0,0,1,0,0,1,Yes,No
deh congor ban serep plonga plongopolitusi kutu kupret,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
cacat,1,1,1,0,0,0,1,0,0,1,0,0,Yes,Yes
bravo jokowi tekan freepo hak rakyat lihat pro rakyat antek asing oknum kuasa ai jual saham freepo asing koar sok pro rakyat,0,0,0,0,0,0,0,0,0,0,0,0,No,No
malu hebat malu milik pasang gubernur wakil gubernur kampanye edukasi politik isu sara agama relevan,0,0,0,0,0,0,0,0,0,0,0,0,No,No
bungkus kayu biar banting pecah cacat haha,0,0,0,0,0,0,0,0,0,0,0,0,No,No
barang sungguh jalan hidup sempit kumpul kiamat buta nqs ta 124,0,0,0,0,0,0,0,0,0,0,0,0,No,No
km taunnbut i need bong to someone haha agony of loneliness huh teori nya kassin nih geblek,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
sindirmenyindir wajar orang sindir bego gampang habis marahmarah,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
ajar anak kenal organ intim,0,0,0,0,0,0,0,0,0,0,0,0,No,No
bhineka tunggal ika hidup keluarga bangsa umat tuhan salam natal kupang,0,0,0,0,0,0,0,0,0,0,0,0,No,No
kitab suci sesuai agama anut isi kitab suci genap hidup,0,0,0,0,0,0,0,0,0,0,0,0,No,No
bacot anjir sok intelek kayak tai,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
proyek bangun bendung pelosika batal presiden,0,0,0,0,0,0,0,0,0,0,0,0,No,No
najis,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
baris serba jaga ulama,0,0,0,0,0,0,0,0,0,0,0,0,No,No
bela jokowi ruhut prabowo tanding jokowi pilih presiden 2019 ambisi uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
grup whatsapp grup msgi alias minoritas sexual and gender identity ya isi gay lesbi omong ya sex politik diskriminasi faith religion,0,0,0,0,0,0,0,0,0,0,0,0,No,No
halo amel baca sipit hakdhsk biel00l,0,0,0,0,0,0,0,0,0,0,0,0,No,No
biar mampus,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
anjir sih musisi asli cocot,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
taplak meja iya uji nasional xf0x9fxa4xa3xf0x9fxa4xa3xf0x9fxa4xa3,0,0,0,0,0,0,0,0,0,0,0,0,No,No
berisik nih setan kutuk,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
eh malam monyet tau spesial force cerita curi bank malam malam plan curi air kat cafe orang jaga hujung orang jaga orang tengok cik syakir haha gempa babi,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
banci gentleman orang,1,1,1,0,0,0,0,1,0,1,0,0,Yes,Yes
17 april 2018 sidang excecutive board unesco presiden unesco tuju hasil sidang komisi ketu palu 1620 indonesia barat a inya geopark ciletuhpalabuhanratu sah sandang predikat ciletuhpalabuhanratu unesco global geopark cpu gg congratulation,0,0,0,0,0,0,0,0,0,0,0,0,No,No
lapor habis rezim jokowi aneh uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
imigran punmrk tinggal myanmar1948apa imigran cina usir indonesiabnyak atur main,1,0,0,1,0,1,0,0,0,0,0,1,Yes,No
rezim panik takut tagar 2019 ganti presiden,0,0,0,0,0,0,0,0,0,0,0,0,No,No
sok tau komentar sok pintar hhmmmm gampar bibir pakai wedges bencong,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
ketua karang taruna nama andin wakil nama sudin panggil ketua wakilnyannsaya singkat anjing,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
bacot cebong ya xf0x9fx98x82xf0x9fx98x82 pkixf0x9fx98x82xf0x9fx98x82,1,1,0,1,0,0,0,0,1,0,1,0,Yes,Yes
ajar catut nama tuhan nikmat jalan hidup muhammad bejat,1,1,0,1,1,0,0,0,0,0,1,0,Yes,Yes
antek komunis film gera 30 september partai komunis indonesia isi bohong uniform resource locator,1,0,0,1,0,1,0,0,0,0,1,0,Yes,No
hem akrab teman rl bilang bacot,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
ulah cebong kafir keparat,1,1,0,1,1,0,0,0,0,0,1,0,Yes,Yes
najis banget main ml kalah mulunntemen nya buta map semuannatas jebol push bawahxf0x9fx98xadxf0x9fx98xadxf0x9fx98xadxf0x9fx91x8c,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
anak pmr cupu,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
ajak ngentot ganti suami km,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
murka anjir main handphone mati,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
keliru manusia tuhan tuhan layan pamer kuasa surat pemberitahuan ajar alquran,1,0,0,1,1,0,0,0,0,0,1,0,Yes,No
percaya sih pilih pengaruh 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
bajing jelang uji semester,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
bocah ajak tonton gala premiere film abdi setan kate padennane kire kibul eh tau berengsek uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
puisi untukmunelu bajingannwajahmu setannmulutmu iblisnmengaku manusianpadahal binatang mesumnn seni monyet,1,1,1,0,0,0,1,1,0,1,0,0,Yes,Yes
moga 3 kandidat calon presiden calon wakil presiden 1 prabowo subianto mas agus h yudhoyono gerindra demokrat partai adil sejahtera ai bintang 2 jokowi airlangga anto partai demokrasi indonesia juang golkar nasional demokrat ppp psi 3 muha,0,0,0,0,0,0,0,0,0,0,0,0,No,No
8 presiden dasar lapor terima 945 ribu aparatur sipil negara 275 ribu tentara nasional indonesia 360 ribu anggota polisi republik indonesia milik rumah sifat permanen jokowi cepat sedia rumah,0,0,0,0,0,0,0,0,0,0,0,0,No,No
cnnikut nnkao tahan emosi ledak jugannbajingan keparat lelaki tekan lelaki cih nndadanya turun wajah merah kepiting rebus rupa,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
titip salamterimakasih undang nya,0,0,0,0,0,0,0,0,0,0,0,0,No,No
hak kritik kerja dprlalu terbit undang undang md3,0,0,0,0,0,0,0,0,0,0,0,0,No,No
teroris buddha myanmar tembak perahu tumpang anakanak,1,0,0,1,1,1,0,0,0,0,1,0,Yes,No
alhamdulillah 6 kali be urutturut wtp moga kado positif 20 partai adil sejahtera khidmat rakyat sumbar selamat akh gubernur warga sumbar,0,0,0,0,0,0,0,0,0,0,0,0,No,No
lekong,1,1,1,0,0,0,0,1,0,1,0,0,Yes,Yes
berat cebong ya,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
wasit goblok sah goal,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
orang goblok main twitter ya,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
been eyeing this site barusan coba buka laginnngecek harga sapiens homo deus murah periplus yahnnlets try again some time later uniform resource locator,0,0,0,0,0,0,0,0,0,0,0,0,No,No
berita lucu akrobat politik laku gerus elektabilitas presiden jokowi,0,0,0,0,0,0,0,0,0,0,0,0,No,No
tai doi,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
seru ulama hanif,0,0,0,0,0,0,0,0,0,0,0,0,No,No
kaum nasrani yahudi kali om pecah belah umat muslim astagfirullah,1,0,0,1,1,0,0,0,0,0,1,0,Yes,No
sedih lagu ih menang pudak onta,0,0,0,0,0,0,0,0,0,0,0,0,No,No
mati sih iblis betina tua ituntangkapsukmawati,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
selamat seberang biar gantung ekor buaya pe olongan b peribahasa,0,0,0,0,0,0,0,0,0,0,0,0,No,No
,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
fasilitas negara calon presiden,0,0,0,0,0,0,0,0,0,0,0,0,No,No
bunda adri cerita alam sekolah sekolah kristen raya lebaran natal imlek teman sabang merauke alat ajar agam toleransi anak anak jalin toleransi,0,0,0,0,0,0,0,0,0,0,0,0,No,No
erudite bodoh gede congor,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
menge i baca selesai ambil hikmah pikir positif rational juang moral jokowi wakil presiden jusuf kalla sambut acara simposium ekonomi,0,0,0,0,0,0,0,0,0,0,0,0,No,No
presiden mafia 2019 ganti presiden,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
hasil investasi panglima ekonomi mustahil rakyat sejahtera banting setir prinsip prinsip ekonomi gotong royong sepe i cantum pasal 33 undang undang dasar 45 rakyat mulut buaya,0,0,0,0,0,0,0,0,0,0,0,0,No,No
simpatisan prabowo,1,0,0,1,0,0,0,0,1,0,1,0,Yes,No
airlangga pribadi lupa bu khofifah alam 3 menteri sosial presiden a bantu entas miskin khofifah emil jawa timur,0,0,0,0,0,0,0,0,0,0,0,0,No,No
istilah cebong kampret bau arab pakai istilah onta dungu keledai liar,1,1,0,1,0,0,0,0,1,0,1,0,Yes,Yes
akun tepi jutaanntp biar akun kafir cebongxf0x9fx98x82,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
polisi kutuk,1,1,0,1,0,0,0,0,1,0,1,0,Yes,Yes
aaduh min kelihatanntua ya nbliat deh kulit becky 30annmenjelang 40nagua kulitnguabukan becky bego,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
komisi berantas korupsi 10 anggota dewan wakil rakyat daerah sumatra utara uang wa a ekonomi,0,0,0,0,0,0,0,0,0,0,0,0,No,No
suka banget emut kontol gede,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
sukun bangsat,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
tolak berita hoaks sukses pilih kepala daerah damai wilayah kota,0,0,0,0,0,0,0,0,0,0,0,0,No,No
doa bro tua ganti muda,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
lihat pengeeen masuk kabinet kerja episode 2 coba hitung utang 5000triliun anggota dewan wakil rakyat jgnjln2 negeri biaya partai politik cabut ide brilian,0,0,0,0,0,0,0,0,0,0,0,0,No,No
jijik banget goblok,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
biang manusia homo,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
duta kwang il be ekad kembang pe ukaran budaya koreari klik rmol korea utara,0,0,0,0,0,0,0,0,0,0,0,0,No,No
tonton dengar lagu banci uniform resource locator cc,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
orang buta it ya ampun xf0x9fxa4xa6xf0x9fx8fxbbxe2x80x8dxe2x99x80xefxb8x8f,0,0,0,0,0,0,0,0,0,0,0,0,No,No
cina masuk salah ras indonesia beda singapura,1,0,0,1,0,1,0,0,0,0,1,0,Yes,No
sih banci akun palsu bilang utang perintah era,1,1,1,0,0,0,0,1,0,1,0,0,Yes,Yes
haha sneak out malam buta ha permission xf0x9fx98x82 still consider as strict parents oke,0,0,0,0,0,0,0,0,0,0,0,0,No,No
081223555353 butuh orang munafik jual foredi yogyakarta,0,0,0,0,0,0,0,0,0,0,0,0,No,No
ya gue inti sesal pokok join bangsat biar memb nya bego kadang wkwkg,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
anjing makan haknyankapan anjing makan berlebihannkapan anjing curi manusianndimanaxe2x80xa6,0,0,0,0,0,0,0,0,0,0,0,0,No,No
no,0,0,0,0,0,0,0,0,0,0,0,0,No,No
nama perintah revolusioner republik indonesia susah gampang partai komunis indonesia,1,0,0,1,0,1,0,0,0,0,1,0,Yes,No
contoh babi 1nndah nak merah pergi jalan sangkut nih sangkut kat jalan orang lainxe2x80xa6,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
susilo bambang yudhoyono nikah anak koruptor bera i,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
cebong percaya bohong memexf0x9fx98x80xf0x9fx98x80xf0x9fx98x80,1,1,0,1,0,0,0,0,1,0,1,0,Yes,Yes
anies congor gede realisasi janji korupsi dosen bangsat,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
bahas bangsa tuhan maha esa pancasila orang indonesia allah subhanahu wa taala benci kafir tuhan,1,0,0,1,1,0,0,0,0,0,1,0,Yes,No
dana sungguh kowi solo 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
lgbt diskriminasi kerja xe2x80x93 mujahidnngolongan lgbt lesbian gay biseksual transgender malaysia hak nikmat hak warga negara uniform resource locator,0,0,0,0,0,0,0,0,0,0,0,0,No,No
taplak meja bahu,0,0,0,0,0,0,0,0,0,0,0,0,No,No
hasil wkwk oh bagus deh sarap sarap sarapxf0x9fx98x82xf0x9fx98x82,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
jablay anjir,1,1,1,0,0,0,0,1,0,1,0,0,Yes,Yes
setan nyanyi,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
beliau mundur politik,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
,0,0,0,0,0,0,0,0,0,0,0,0,No,No
info sih program bantu perintah guru agama hindu cek,0,0,0,0,0,0,0,0,0,0,0,0,No,No
astaghfirullohalaziim tolong musyrik salam budaya spirit gebyar nusantara sragen yogyaka a haram agama,0,0,0,0,0,0,0,0,0,0,0,0,No,No
oi cebong ya dasar komunis ateis sifilis autis salib,1,1,0,1,0,0,1,0,0,0,1,0,Yes,Yes
kasih bukti pojok melipirnya kemanamana nama cacat logika,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
universal ngomongkitab suci bera i kitab suci dongmenistakan kitab sucidan al alquran salah kitab suci agama islamtdk ragu,0,0,0,0,0,0,0,0,0,0,0,0,No,No
cebong diam tau apple to apple doang istilah bikin lihat pintar minim kognitif,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
mata picek pakai koma koma,1,1,1,0,0,0,1,0,0,1,0,0,Yes,Yes
xe3x85xa1 junki bocah lakilaki tekan dagu mungil ujung tumpul pensil warna warna biru muda pasang mata sipit sergap dahi kerut tanda pria pikir nnxe2x80x9citu berenangxe2x80x9d,0,0,0,0,0,0,0,0,0,0,0,0,No,No
gagal proyek elektonik kartu tanda duduk hasil 1 sekretariat jenderal menteri negeri menindaklanjuti keluh paulus tanos 2 keluh paulus tanos menteri negeri presiden susilo bambang yudhoyono menteri negeri hadap presiden,0,0,0,0,0,0,0,0,0,0,0,0,No,No
ra asing iya,0,0,0,0,0,0,0,0,0,0,0,0,No,No
laaaahhhhh jackson bilang sampah mentwit coba lihat akun kak hehe,0,0,0,0,0,0,0,0,0,0,0,0,No,No
cowok kasih gue bgstnlo bejat cewek astaga,1,1,1,0,0,0,0,1,0,1,0,0,Yes,Yes
cubit titit nya nakal,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
kekbodo amatkaga pengaruh keleees lihat polling google 91 presiden nya ganti 2019 ganti presiden ogah ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
utang bank asing beli saham freepo bayar utang freepo sita kecap beli salah beli salah sederhana gaya utang tumpuk mu rakyat bahan pokok murah barang,0,0,0,0,0,0,0,0,0,0,0,0,No,No
cebong terima bilang rezim amatirannklo amatir bukti rezim profesionalutang negarajanji kampanye bukti makmur rakyat subsidi dicabutirezim kayak bilang profesional,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
sih bani kampret cecar berani lu kederrrr xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82x,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
kangen diktator bodoh antek united state of america bohong rakyat asing rampas sda kaya,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
kirim foto kontol nih sange chat sex,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
umat agama islam jaka a haram najis ahok kafir kristen,1,1,0,1,1,0,0,0,0,0,1,0,Yes,Yes
nih kacung nya asing bunyi xf0x9fx91x86,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
groundbreaking gunting pita manajemen proyek tahap tahap ahli cebong 1 tukang tipu cebong goblok ketulungan plonga plongo akibat optimisme 2019 ganti presiden plo,1,1,0,1,0,0,0,0,1,0,1,0,Yes,Yes
subhanallahaamiin yrainsya allah diijabah allah subhanahu wa taala,0,0,0,0,0,0,0,0,0,0,0,0,No,No
assalamualaikumnsiapa bela kristen sembah bangkai yesus busuk bela kristen bodoh,1,1,0,1,1,0,0,0,0,0,1,0,Yes,Yes
orangorang musyrik jin sekutusekutu allah allah cipta jinjin qs 6100,0,0,0,0,0,0,0,0,0,0,0,0,No,No
benam batang kontol mu pepek ku sayang oh ah anjingggg uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
terang benderang boediono wakil presiden zalim bohong rakyat anak buah tutup ekonomi indonesia runtuh selamat bank century rr ba,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
iman cebong jilat kaget,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
ancam bunuh lucu ancam presiden banget sih tuntut pidana berat berat,1,1,1,0,0,0,0,0,1,0,0,1,Yes,Yes
bodoh mamat ambek bodoh mamat ambek uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
emil dardak pimpin milenial calon wakil gubernur jawa timur,0,0,0,0,0,0,0,0,0,0,0,0,No,No
ciduk tim sukses anies sandi jual fitnah,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
bilang buaya,0,0,0,0,0,0,0,0,0,0,0,0,No,No
tonton xf0x9fx91x8c obrol bareng coba tonton the boy in the stripped piama kamp yahudi,0,0,0,0,0,0,0,0,0,0,0,0,No,No
dukung surat pemberitahuan arb sda orang orang bejat tabiat kasar masuk orang gtgt ltlt dasar anjing,1,1,0,1,0,0,0,0,1,0,1,0,Yes,Yes
laku psi laku indonesianrakyat psi agen komunis,1,0,0,1,0,1,0,0,0,0,1,0,Yes,No
aparat keparat biadaaaaa,1,1,0,1,0,0,0,0,1,0,1,0,Yes,Yes
ate bocah kontol goblok sontoloyo kepala gatel sial anjing berengsek,1,1,1,0,0,0,0,1,0,1,0,0,Yes,Yes
22 duduk syariat islam rendah sumber undang budaya tradisi hawa nafsu manusia perempuan mulia islam,0,0,0,0,0,0,0,0,0,0,0,0,No,No
gera lepas hijab saudi 2014 fatwa ulama muka saudi nyata wanita pakai jilbab pakai make up posting foto media sosial saudi tren lepas jilbab indonesia,0,0,0,0,0,0,0,0,0,0,0,0,No,No
suka rezim sikap sikap ancam angkat senjata indikasi rongrong merah putih indonesia milik pimpin jiwa nasionalisme,0,0,0,0,0,0,0,0,0,0,0,0,No,No
jaka abanjir pimpin akhlak nista agama,1,0,1,0,1,0,0,0,0,1,0,0,Yes,No
lawyer merek pakai lampu jaksa tuntut daerah khusus ibukota ahok gubernur duga alas pilih merek,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
istilah kecebong kampret harap hilang jagat dunia maya istilah kafir kafirsesat sesat a edisingadukaaa,1,1,0,1,0,0,0,0,1,0,1,0,Yes,Yes
haha nih cebong sembunyi bego xf0x9fx98x9dxf0x9fx98x9d,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
hayguyskita lihat iya pasu nasi bungkus iya buktikankalian bukti lupa gas pool yo2019gantipresiden nyasip,1,0,0,1,0,0,0,0,1,0,1,0,Yes,No
bubar dewan wakil rakyat,1,0,0,1,0,0,0,0,1,0,0,1,Yes,No
biar hancur rezim uniform resource locator,1,0,1,0,0,0,0,0,1,0,0,1,Yes,No
ekspor indonesia tajam maret 2018 1024 banding februari 2018 surplus dagang 1 09 miliar dolar mudah mudah pe bangkit ekonomi indonesia,0,0,0,0,0,0,0,0,0,0,0,0,No,No
instagram ya ya tarik teman teman bahas bakso habis perhati bilang masxe2x80xa6,0,0,0,0,0,0,0,0,0,0,0,0,No,No
ganyang partai komunis indonesia anjing uniform resource locator,1,1,0,1,0,1,0,0,0,0,0,1,Yes,Yes
rapat dewan wakil rakyat tidur xf0x9fx98x85xf0x9fx98x85,0,0,0,0,0,0,0,0,0,0,0,0,No,No
budak budak twitter zaman wajib ajar didik alquran sunnah gejala senda agama,0,0,0,0,0,0,0,0,0,0,0,0,No,No
throwback lagu zaman sekolah xf0x9fx98x82 cinta monyet kononnurl,0,0,0,0,0,0,0,0,0,0,0,0,No,No
wusu gue bom ya mantap gue ramai doang wkwk,0,0,0,0,0,0,0,0,0,0,0,0,No,No
kang fakta inipa ai dukung sih nista agama benci rakyattermasuk rakyat jabar uniform resource locator,1,0,0,1,1,0,0,0,0,0,1,0,Yes,No
cacat anak anak kayak tau kondisi biar tau reaksi orang tua gimanaxf0x9fx98x85,0,0,0,0,0,0,0,0,0,0,0,0,No,No
wkwk anjing main golf uniform resource locator,0,0,0,0,0,0,0,0,0,0,0,0,No,No
insyaallah tegak lihat alam umat sepele 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0,Yes,No
sumpah bego banget sih kesal orang pilih makhluk kayak sandiaga uno coba oh agama,1,1,1,0,0,0,0,0,1,1,0,0,Yes,Yes
tonton drama korea ngentot ngewe memek memek basah jilat memek toket toket mulus kontol bispak binal bokep poxe2x80xa6,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
sejarah partai komunis indonesia antek komunis sok siksa uniform resource locator,1,0,0,1,0,1,0,0,0,0,1,0,Yes,No
allaahu yubarik fiikum ya syaikhuna alfadli a inya lukman menteri republik indonesia,0,0,0,0,0,0,0,0,0,0,0,0,No,No
pt freepo indonesia 48 operasi papua saham asai asing bangun papua te inggal freepo raup untung hasil eksplorasi kaya alam papua freepo 51,0,0,0,0,0,0,0,0,0,0,0,0,No,No
berangkat kerja ngentot pacar uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
jaka abanjir pimpin akhlak nista agama,1,1,1,0,1,0,0,0,0,1,0,0,Yes,Yes
cowok galau malam bangun mimpi basah mimpi basah ena ena banci,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
keluarga belo ku sipit xf0x9fx98x82,0,0,0,0,0,0,0,0,0,0,0,0,No,No
he gembel nyanyi ya ngerapnya tar lolos audisi ainment,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
cowok cowok remaja fc nya ganteng manusia homo,0,1,0,0,0,0,0,0,0,0,0,0,No,Yes
2 bebas lahan makan 2 biaya batas kuat jabar selesai bandara mayoritas dana anggar belanja daerah prestasi rakyat jabar,0,0,0,0,0,0,0,0,0,0,0,0,No,No
perintah negara komunis pancasila be uhan peduli amanat derita rakyat,1,0,0,1,0,1,0,0,0,0,1,0,Yes,No
